"id","scenario","mobility","router","nodes","ttl","seed","buffer_size","message_interval","sim_time","created","started","relayed","aborted","dropped","removed","delivered","delivery_prob","response_prob","overhead_ratio","latency_avg","latency_med","hopcount_avg","hopcount_med","buffertime_avg","buffertime_med","distance_avg","d_dist_avg","speed_avg","mobility","router","nodes","ttl","seed","buffer_size","message_interval","exp_weight","task_id","execution_assigned","execution_started","execution_finished","worker"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[35402]_[150M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[35402]_[150M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","35402","150","25,35",21600,728,86324,86324,0,3103,29608,636,0.8736,0,134.7296,2478.8396,2290,3.8491,4,2478.6933,970,7452.34316971905,7523.12685180058,"Infinity","cdmx","EpidemicOracle",100,300,35402,150,"25,35",3,32,"2018-08-30T21:33:07.178902","2018-08-30T21:33:07.179783","2018-08-30T21:51:40.345300","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[64524]_[150M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[64524]_[150M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","64524","150","25,35",21600,728,86407,86407,0,2866,29948,631,0.8668,0,135.9366,2616.0666,2463,4.0618,4,2513.9195,1055,7510.17025594349,7535.66849716329,3.63215443191047,"cdmx","EpidemicOracle",100,300,64524,150,"25,35",3,32,"2018-08-30T21:33:07.178902","2018-08-30T21:33:07.179783","2018-08-30T21:51:40.345300","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[37578]_[150M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[37578]_[150M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","37578","150","25,35",21600,728,85724,85724,0,2912,29979,628,0.8626,0,135.5032,2491.4506,2353,3.9857,4,2427.8755,1000,7158.04121682624,7174.0394926239,3.71147835104015,"cdmx","EpidemicOracle",100,300,37578,150,"25,35",3,32,"2018-08-30T21:33:07.178902","2018-08-30T21:33:07.179783","2018-08-30T21:51:40.345300","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[16966]_[150M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[16966]_[150M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","16966","150","25,35",21600,728,86387,86387,0,3572,29416,630,0.8654,0,136.1222,2570.2397,2452,3.8937,4,2709.0364,1050,7471.05245842247,7389.21306761878,"Infinity","cdmx","EpidemicOracle",100,300,16966,150,"25,35",3,32,"2018-08-30T21:33:07.178902","2018-08-30T21:33:07.179783","2018-08-30T21:51:40.345300","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[84181]_[150M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[84181]_[150M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","84181","150","25,35",21600,728,87035,87035,0,3496,30169,638,0.8764,0,135.4185,2548.9091,2454,3.9906,4,2654.3817,1050,7505.4599300915,7482.72918228814,3.74006668780479,"cdmx","EpidemicOracle",100,300,84181,150,"25,35",3,32,"2018-08-30T21:33:07.178902","2018-08-30T21:33:07.179783","2018-08-30T21:51:40.345300","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[91016]_[150M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[91016]_[150M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","91016","150","25,35",21600,728,85143,85143,0,3001,29470,627,0.8613,0,134.7943,2539.5789,2440,3.9617,4,2502.9555,1020,7419.24683386721,7363.9624179363,"Infinity","cdmx","EpidemicOracle",100,300,91016,150,"25,35",3,32,"2018-08-30T21:33:07.178902","2018-08-30T21:33:07.179783","2018-08-30T21:51:40.345300","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[78802]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[78802]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","78802","50","25,35",21600,728,8948314,8948314,0,8718912,123961,617,0.8475,0,14501.94,1845,1581,22.6726,14,198.0234,100,7614.08142959224,7490.96036765202,"Infinity","cdmx","EpidemicOracle",600,300,78802,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[94176]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[94176]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","94176","50","25,35",21600,728,9096032,9096032,0,8868447,123259,613,0.842,0,14837.5514,1859.9396,1545,24.7439,15,193.5275,100,7789.85592319224,7572.96375079951,5.2492653226959,"cdmx","EpidemicOracle",600,300,94176,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[65221]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[65221]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","65221","50","25,35",21600,728,8447145,8447145,0,8212658,127596,605,0.831,0,13961.2231,1907.1471,1653,22.7289,14,209.2018,110,7470.57494645724,7379.71917033979,"Infinity","cdmx","EpidemicOracle",600,300,65221,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[44180]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[44180]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","44180","50","25,35",21600,728,8623640,8623640,0,8393448,127008,613,0.842,0,14066.9282,1876.4894,1644,22.8336,15,203.6344,105,7480.82531360249,7512.42575845564,"Infinity","cdmx","EpidemicOracle",600,300,44180,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[79009]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[79009]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","79009","50","25,35",21600,728,9107397,9107397,0,8872802,130165,617,0.8475,0,14759.7731,1868.8574,1620,23.3971,14,193.9525,95,7365.64428780347,7220.23387780963,5.03989301604649,"cdmx","EpidemicOracle",600,300,79009,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[68831]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[68831]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","68831","50","25,35",21600,728,9006082,9006082,0,8781325,119596,617,0.8475,0,14595.5673,1810.5267,1527,22.9514,13,197.2054,100,7485.2381343683,7535.14321673583,"Infinity","cdmx","EpidemicOracle",600,300,68831,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[73906]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[73906]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","73906","50","25,35",21600,728,8845847,8845847,0,8617443,124692,602,0.8269,0,14693.098,1839.8605,1610,23.3821,15,199.757,100,7568.89706758486,7447.32353962087,5.36709663030136,"cdmx","EpidemicOracle",600,300,73906,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[15598]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[15598]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","15598","50","25,35",21600,728,8768636,8768636,0,8545551,117176,618,0.8489,0,14187.7314,1796.9984,1543,22.3091,13,203.6937,105,7673.42296878275,7576.86850016924,"Infinity","cdmx","EpidemicOracle",600,300,15598,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[78051]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[78051]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","78051","50","25,35",21600,728,9206867,9206867,0,8979787,123362,601,0.8255,0,15318.2463,1953.5624,1598,25.9983,15,190.3309,95,7736.24448322308,7777.73474711335,"Infinity","cdmx","EpidemicOracle",600,300,78051,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[71182]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[71182]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","71182","50","25,35",21600,728,8942832,8942832,0,8716710,123137,612,0.8407,0,14611.4706,1812.7075,1604,23.0408,14,197.1397,100,7534.6546850972,7391.84873816463,"Infinity","cdmx","EpidemicOracle",600,300,71182,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[15475]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[15475]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","15475","50","25,35",21600,728,8864032,8864032,0,8634245,123646,621,0.853,0,14272.8035,1842.3462,1589,24.0467,15,199.7884,100,7361.84821568966,7355.21142686062,5.34387253828381,"cdmx","EpidemicOracle",600,300,15475,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[45907]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[45907]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","45907","50","25,35",21600,728,8888016,8888016,0,8658579,124753,607,0.8338,0,14641.5305,1889.7068,1605,23.5815,15,197.3989,100,7613.5593303909,7412.99655515051,5.13562767632465,"cdmx","EpidemicOracle",600,300,45907,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[5768]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[5768]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","5768","50","25,35",21600,728,9208522,9208522,0,8979884,124254,622,0.8544,0,14803.6977,1823.865,1563,24.8778,16,191.7179,95,7194.93517094476,7127.88878651346,"Infinity","cdmx","EpidemicOracle",600,300,5768,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[28749]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[28749]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","28749","50","25,35",21600,728,9173115,9173115,0,8946401,123042,610,0.8379,0,15036.8934,1850.2344,1569,24.5344,14,191.7883,95,7401.95297254625,7322.88700982272,5.10395665091057,"cdmx","EpidemicOracle",600,300,28749,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[24113]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[24113]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","24113","50","25,35",21600,728,9092780,9092780,0,8862128,124994,608,0.8352,0,14954.2303,1833.4474,1577,23.4786,14,194.9398,95,7311.86154405736,7240.05816316598,5.28714153818658,"cdmx","EpidemicOracle",600,300,24113,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[80454]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[80454]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","80454","50","25,35",21600,728,8704020,8704020,0,8473651,127690,608,0.8352,0,14314.8224,1905.8224,1664,23.1382,14,200.7495,105,7854.16575787728,7795.43503191086,5.25865940393857,"cdmx","EpidemicOracle",600,300,80454,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[59004]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[59004]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","59004","50","25,35",21600,728,9213445,9213445,0,8979278,129349,616,0.8462,0,14955.8912,1886.7094,1661,23.6104,15,190.6189,95,7096.97686229245,6933.58264531586,"Infinity","cdmx","EpidemicOracle",600,300,59004,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[54008]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[54008]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","54008","50","25,35",21600,728,9388373,9388373,0,9161072,121477,609,0.8365,0,15415.0476,1832.7373,1579,23.1396,14,189.3273,95,7395.41367481532,7319.23346483544,"Infinity","cdmx","EpidemicOracle",600,300,54008,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[70]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[70]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","70","50","25,35",21600,728,8985222,8985222,0,8755343,126310,609,0.8365,0,14753.0591,1807.4302,1567,23.2512,14,195.3284,100,7370.29185045218,7422.32311998998,5.26948640340916,"cdmx","EpidemicOracle",600,300,70,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[8439]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[8439]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","8439","50","25,35",21600,728,8936640,8936640,0,8710367,120773,602,0.8269,0,14843.9169,1881.588,1598,24.0166,14,197.7624,100,7436.07516742849,7319.01207996092,"Infinity","cdmx","EpidemicOracle",600,300,8439,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[22]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[22]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","22","50","25,35",21600,728,8485964,8485964,0,8254967,126389,623,0.8558,0,13620.13,1823.8074,1586,21.8989,13,206.8348,105,7675.54534974456,7621.44255963434,5.36288935634405,"cdmx","EpidemicOracle",600,300,22,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[58405]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[58405]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","58405","50","25,35",21600,728,8920494,8920494,0,8687981,126651,620,0.8516,0,14386.8935,1873.9726,1574,24.0468,16,198.8654,100,7658.62146362166,7505.46426382677,"Infinity","cdmx","EpidemicOracle",600,300,58405,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[38517]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[38517]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","38517","50","25,35",21600,728,8836100,8836100,0,8602154,127388,620,0.8516,0,14250.7742,1806.0484,1541,22.5194,14,201.4097,100,7265.71982076143,7217.20560001003,5.17581413288873,"cdmx","EpidemicOracle",600,300,38517,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[33282]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[33282]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","33282","50","25,35",21600,728,8969849,8969849,0,8744465,121228,614,0.8434,0,14607.8746,1834.6645,1530,23.3746,13,196.5726,100,7348.34894136544,7272.9669537323,5.33840543611795,"cdmx","EpidemicOracle",600,300,33282,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[5481]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[5481]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","5481","50","25,35",21600,728,8984153,8984153,0,8752490,124969,612,0.8407,0,14678.9886,1891.3399,1560,23.402,13,197.8121,100,7389.03248455113,7311.36688303519,4.99631110384042,"cdmx","EpidemicOracle",600,300,5481,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[11778]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[11778]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","11778","50","25,35",21600,728,9062866,9062866,0,8836668,122072,606,0.8324,0,14954.2244,1830.8218,1575,22.8581,13,193.7087,95,7648.43897284149,7556.92893357513,5.58724387826837,"cdmx","EpidemicOracle",600,300,11778,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[96617]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[96617]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","96617","50","25,35",21600,728,8869763,8869763,0,8642663,121343,594,0.8159,0,14931.2609,1880.1061,1595,23.6414,13,199.729,100,7671.84207662761,7522.81270636466,"Infinity","cdmx","EpidemicOracle",600,300,96617,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[52770]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[52770]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","52770","50","25,35",21600,728,9059156,9059156,0,8824778,130281,619,0.8503,0,14634.147,1893.5121,1683,23.7237,15,192.7594,100,7406.81974294796,7465.87883490615,5.11979115620773,"cdmx","EpidemicOracle",600,300,52770,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[55182]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[55182]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","55182","50","25,35",21600,728,8730753,8730753,0,8501986,121322,619,0.8503,0,14103.609,1850.5202,1595,22.1632,14,203.6203,105,7424.20874865389,7319.59192194429,5.20131274078862,"cdmx","EpidemicOracle",600,300,55182,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[5327]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[5327]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","5327","50","25,35",21600,728,9257845,9257845,0,9027565,124060,602,0.8269,0,15377.4801,1794.2757,1569,22.7973,15,191.9335,95,7338.47502637183,7109.25157275657,5.09692712308569,"cdmx","EpidemicOracle",600,300,5327,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[11131]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[11131]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","11131","50","25,35",21600,728,9173018,9173018,0,8939972,128190,620,0.8516,0,14794.1903,1873.9452,1634,23.4065,15,193.3857,95,7323.83963828536,7379.5210862473,5.10138934970849,"cdmx","EpidemicOracle",600,300,11131,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[61959]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[61959]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","61959","50","25,35",21600,728,8620802,8620802,0,8387821,127457,607,0.8338,0,14201.3097,1869.1895,1647,23.6722,14,204.0292,105,7679.28569340831,7569.91731457603,5.12460085065521,"cdmx","EpidemicOracle",600,300,61959,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[44450]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[44450]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","44450","50","25,35",21600,728,8961133,8961133,0,8736494,118819,615,0.8448,0,14569.948,1820.6195,1557,22.6846,13,198.2665,100,7462.24226942066,7315.64186972266,5.26256347656759,"cdmx","EpidemicOracle",600,300,44450,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[4762]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[4762]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","4762","50","25,35",21600,728,8898427,8898427,0,8670236,122357,617,0.8475,0,14421.0859,1833.5673,1580,22.4425,12,200.3097,100,7468.38362591249,7312.74818540763,5.30196541572732,"cdmx","EpidemicOracle",600,300,4762,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[20098]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[20098]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","20098","50","25,35",21600,728,8599970,8599970,0,8372740,120903,612,0.8407,0,14051.2386,1870.0147,1580,22.6895,14,206.8102,105,7521.10241067378,7336.11704829924,5.23157142278098,"cdmx","EpidemicOracle",600,300,20098,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[61667]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[61667]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","61667","50","25,35",21600,728,8742126,8742126,0,8514881,123498,617,0.8475,0,14167.7618,1829.7601,1583,22.4408,14,201.397,105,7508.00019388328,7490.14470329154,5.34305559470819,"cdmx","EpidemicOracle",600,300,61667,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[15405]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[15405]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","15405","50","25,35",21600,728,9037491,9037491,0,8810791,121899,610,0.8379,0,14814.559,1874.4361,1580,24.4115,16,195.2299,100,7497.78387934626,7487.77292104703,"Infinity","cdmx","EpidemicOracle",600,300,15405,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
"cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[98682]_[50M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_600n_[300]ttl_[21600]s_seed[98682]_[50M]_[25,35]_w[3]","cdmx","EpidemicOracle","600","300","98682","50","25,35",21600,728,8535537,8535537,0,8303099,127962,612,0.8407,0,13945.9559,1847.2418,1577,22.1748,14,207.2242,105,7476.01047097873,7347.54531550568,5.32997077911064,"cdmx","EpidemicOracle",600,300,98682,50,"25,35",3,23,"2018-08-30T19:18:31.694229","2018-08-30T19:18:31.701190","2018-08-30T21:57:23.245982","S30"
